instant,data,season,ano,mes,hora,feriado,dia_semana,dia_util,clima,temperatura_normalizada,sensacao_termica_normalizada,umidade_normalizada,vento_normalizado,usuarios_casuais,usuarios_registrados,total_locacoes,periodo_dia,nivel_demanda,descricao_clima,descricao_estacao
10103,2012-03-02,1,1,3,0,False,5,True,1,0.34,0.3333,0.53,0.1642,1,45,46,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10104,2012-03-02,1,1,3,1,False,5,True,1,0.34,0.3182,0.49,0.2239,2,18,20,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10105,2012-03-02,1,1,3,2,False,5,True,1,0.34,0.3182,0.53,0.2836,2,4,6,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10106,2012-03-02,1,1,3,3,False,5,True,1,0.32,0.3182,0.57,0.194,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10107,2012-03-02,1,1,3,4,False,5,True,1,0.32,0.3485,0.61,0.0,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10108,2012-03-02,1,1,3,5,False,5,True,1,0.3,0.3333,0.7,0.0,0,24,24,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10109,2012-03-02,1,1,3,6,False,5,True,1,0.3,0.3333,0.7,0.0,4,88,92,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10110,2012-03-02,1,1,3,7,False,5,True,1,0.3,0.3333,0.7,0.0,4,258,262,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10111,2012-03-02,1,1,3,8,False,5,True,1,0.28,0.303,0.75,0.0896,16,533,549,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10112,2012-03-02,1,1,3,9,False,5,True,1,0.3,0.3333,0.81,0.0,15,299,314,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10113,2012-03-02,1,1,3,10,False,5,True,1,0.36,0.3485,0.5,0.1642,14,118,132,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10114,2012-03-02,1,1,3,11,False,5,True,1,0.38,0.3939,0.46,0.194,40,154,194,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10115,2012-03-02,1,1,3,12,False,5,True,1,0.4,0.4091,0.43,0.1642,40,194,234,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10116,2012-03-02,1,1,3,13,False,5,True,1,0.42,0.4242,0.44,0.2239,31,191,222,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10117,2012-03-02,1,1,3,14,False,5,True,2,0.44,0.4394,0.44,0.2836,29,176,205,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10118,2012-03-02,1,1,3,15,False,5,True,2,0.42,0.4242,0.5,0.2985,5,73,78,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10119,2012-03-02,1,1,3,16,False,5,True,3,0.4,0.4091,0.58,0.2985,1,49,50,TARDE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10120,2012-03-02,1,1,3,17,False,5,True,3,0.36,0.3485,0.81,0.2239,5,123,128,TARDE,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10121,2012-03-02,1,1,3,18,False,5,True,3,0.36,0.3485,0.87,0.194,6,154,160,NOITE,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10122,2012-03-02,1,1,3,19,False,5,True,3,0.36,0.3485,0.87,0.194,12,162,174,NOITE,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10123,2012-03-02,1,1,3,20,False,5,True,2,0.36,0.3485,0.87,0.194,7,93,100,NOITE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10124,2012-03-02,1,1,3,21,False,5,True,3,0.36,0.3636,0.87,0.0896,2,99,101,NOITE,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10125,2012-03-02,1,1,3,22,False,5,True,2,0.36,0.3788,0.87,0.0,6,69,75,NOITE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10126,2012-03-02,1,1,3,23,False,5,True,2,0.36,0.3788,0.87,0.0,4,19,23,NOITE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10127,2012-03-03,1,1,3,0,False,6,False,3,0.36,0.3636,0.93,0.0896,1,21,22,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10128,2012-03-03,1,1,3,1,False,6,False,3,0.36,0.3788,0.93,0.0,0,44,44,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10129,2012-03-03,1,1,3,2,False,6,False,3,0.36,0.3636,0.93,0.0896,4,34,38,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10130,2012-03-03,1,1,3,3,False,6,False,2,0.36,0.3485,0.93,0.1642,1,20,21,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10131,2012-03-03,1,1,3,4,False,6,False,2,0.36,0.3485,0.93,0.194,0,2,2,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10132,2012-03-03,1,1,3,5,False,6,False,2,0.36,0.3636,0.93,0.0896,1,1,2,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10133,2012-03-03,1,1,3,6,False,6,False,2,0.36,0.3636,0.93,0.0896,1,6,7,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10134,2012-03-03,1,1,3,7,False,6,False,2,0.36,0.3485,0.93,0.1343,2,14,16,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10135,2012-03-03,1,1,3,8,False,6,False,3,0.36,0.3788,0.93,0.0,2,46,48,MANHA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
10136,2012-03-03,1,1,3,9,False,6,False,3,0.38,0.3939,0.87,0.0896,7,87,94,MANHA,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
10137,2012-03-03,1,1,3,10,False,6,False,2,0.4,0.4091,0.87,0.0,31,137,168,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10138,2012-03-03,1,1,3,11,False,6,False,2,0.4,0.4091,0.87,0.0896,33,181,214,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10139,2012-03-03,1,1,3,12,False,6,False,2,0.42,0.4242,0.67,0.2537,47,252,299,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10140,2012-03-03,1,1,3,13,False,6,False,1,0.44,0.4394,0.51,0.2836,87,252,339,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10141,2012-03-03,1,1,3,14,False,6,False,2,0.46,0.4545,0.44,0.3582,151,279,430,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10142,2012-03-03,1,1,3,15,False,6,False,1,0.48,0.4697,0.29,0.2985,145,254,399,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10143,2012-03-03,1,1,3,16,False,6,False,1,0.5,0.4848,0.27,0.2985,167,300,467,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10144,2012-03-03,1,1,3,17,False,6,False,1,0.5,0.4848,0.23,0.3284,106,279,385,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10145,2012-03-03,1,1,3,18,False,6,False,1,0.5,0.4848,0.25,0.2537,53,250,303,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10146,2012-03-03,1,1,3,19,False,6,False,1,0.46,0.4545,0.33,0.1642,34,191,225,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10147,2012-03-03,1,1,3,20,False,6,False,1,0.44,0.4394,0.3,0.1343,28,121,149,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10148,2012-03-03,1,1,3,21,False,6,False,1,0.46,0.4545,0.19,0.3284,24,130,154,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10149,2012-03-03,1,1,3,22,False,6,False,1,0.44,0.4394,0.21,0.1343,19,115,134,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10150,2012-03-03,1,1,3,23,False,6,False,1,0.42,0.4242,0.24,0.0,12,94,106,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10151,2012-03-04,1,1,3,0,False,0,False,2,0.4,0.4091,0.3,0.3582,5,67,72,MADRUGADA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10152,2012-03-04,1,1,3,1,False,0,False,2,0.38,0.3939,0.34,0.194,16,60,76,MADRUGADA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10153,2012-03-04,1,1,3,2,False,0,False,2,0.36,0.3485,0.4,0.1642,14,66,80,MADRUGADA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10154,2012-03-04,1,1,3,3,False,0,False,2,0.36,0.3485,0.43,0.1343,5,21,26,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10155,2012-03-04,1,1,3,4,False,0,False,2,0.34,0.3333,0.46,0.194,3,11,14,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10156,2012-03-04,1,1,3,5,False,0,False,2,0.34,0.3182,0.46,0.2239,0,5,5,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10157,2012-03-04,1,1,3,6,False,0,False,2,0.3,0.2727,0.52,0.2985,0,5,5,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10158,2012-03-04,1,1,3,7,False,0,False,2,0.3,0.2727,0.52,0.2985,2,21,23,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
10159,2012-03-04,1,1,3,8,False,0,False,1,0.3,0.2727,0.52,0.3284,12,54,66,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10160,2012-03-04,1,1,3,9,False,0,False,1,0.3,0.2727,0.49,0.4478,14,104,118,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10161,2012-03-04,1,1,3,10,False,0,False,1,0.3,0.2727,0.49,0.3284,31,161,192,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10162,2012-03-04,1,1,3,11,False,0,False,1,0.32,0.2879,0.45,0.3881,64,192,256,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10163,2012-03-04,1,1,3,12,False,0,False,1,0.34,0.303,0.42,0.3582,71,256,327,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10164,2012-03-04,1,1,3,13,False,0,False,1,0.36,0.3333,0.37,0.3582,108,256,364,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10165,2012-03-04,1,1,3,14,False,0,False,1,0.36,0.3333,0.34,0.3582,106,226,332,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10166,2012-03-04,1,1,3,15,False,0,False,1,0.36,0.3182,0.32,0.5224,82,252,334,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10167,2012-03-04,1,1,3,16,False,0,False,1,0.36,0.3182,0.29,0.4925,68,231,299,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10168,2012-03-04,1,1,3,17,False,0,False,1,0.34,0.2879,0.31,0.5522,49,214,263,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10169,2012-03-04,1,1,3,18,False,0,False,1,0.32,0.2727,0.33,0.6119,20,164,184,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10170,2012-03-04,1,1,3,19,False,0,False,1,0.3,0.2576,0.36,0.4925,12,120,132,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10171,2012-03-04,1,1,3,20,False,0,False,1,0.28,0.2727,0.38,0.2537,8,80,88,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10172,2012-03-04,1,1,3,21,False,0,False,1,0.28,0.2727,0.36,0.2239,9,70,79,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10173,2012-03-04,1,1,3,22,False,0,False,1,0.26,0.2424,0.41,0.2537,9,53,62,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10174,2012-03-04,1,1,3,23,False,0,False,1,0.26,0.2576,0.41,0.194,2,24,26,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10175,2012-03-05,1,1,3,0,False,1,True,1,0.24,0.2273,0.44,0.194,2,15,17,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10176,2012-03-05,1,1,3,1,False,1,True,1,0.24,0.2424,0.48,0.1343,3,3,6,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10177,2012-03-05,1,1,3,2,False,1,True,1,0.24,0.2424,0.48,0.1343,1,3,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10178,2012-03-05,1,1,3,3,False,1,True,1,0.22,0.2273,0.51,0.1642,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10179,2012-03-05,1,1,3,4,False,1,True,1,0.2,0.2273,0.55,0.0896,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10180,2012-03-05,1,1,3,5,False,1,True,1,0.2,0.2273,0.55,0.0896,1,17,18,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10181,2012-03-05,1,1,3,6,False,1,True,1,0.18,0.197,0.59,0.1343,2,89,91,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10182,2012-03-05,1,1,3,7,False,1,True,1,0.18,0.197,0.59,0.1343,7,253,260,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10183,2012-03-05,1,1,3,8,False,1,True,1,0.2,0.2273,0.59,0.1045,13,415,428,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10184,2012-03-05,1,1,3,9,False,1,True,2,0.22,0.2576,0.6,0.0896,11,186,197,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10185,2012-03-05,1,1,3,10,False,1,True,2,0.24,0.2576,0.6,0.0,12,74,86,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10186,2012-03-05,1,1,3,11,False,1,True,2,0.26,0.2727,0.56,0.1343,17,86,103,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10187,2012-03-05,1,1,3,12,False,1,True,2,0.26,0.303,0.52,0.0,15,122,137,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10188,2012-03-05,1,1,3,13,False,1,True,2,0.26,0.2576,0.55,0.2985,11,109,120,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10189,2012-03-05,1,1,3,14,False,1,True,2,0.28,0.2576,0.57,0.3582,13,115,128,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10190,2012-03-05,1,1,3,15,False,1,True,2,0.3,0.2879,0.53,0.194,20,110,130,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10191,2012-03-05,1,1,3,16,False,1,True,1,0.3,0.2727,0.45,0.2985,30,180,210,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10192,2012-03-05,1,1,3,17,False,1,True,3,0.3,0.2727,0.45,0.2985,11,376,387,TARDE,ALTA,CHUVA_NEVE_LEVE,PRIMAVERA
10193,2012-03-05,1,1,3,18,False,1,True,3,0.28,0.2273,0.55,0.6567,12,363,375,NOITE,ALTA,CHUVA_NEVE_LEVE,PRIMAVERA
10194,2012-03-05,1,1,3,19,False,1,True,1,0.26,0.2576,0.53,0.2239,6,220,226,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10195,2012-03-05,1,1,3,20,False,1,True,1,0.26,0.2273,0.37,0.4627,8,171,179,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10196,2012-03-05,1,1,3,21,False,1,True,1,0.26,0.2273,0.37,0.3881,4,116,120,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10197,2012-03-05,1,1,3,22,False,1,True,1,0.24,0.2121,0.35,0.3284,2,76,78,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10198,2012-03-05,1,1,3,23,False,1,True,1,0.22,0.1818,0.37,0.5821,2,29,31,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10199,2012-03-06,1,1,3,0,False,2,True,1,0.22,0.2121,0.37,0.2985,0,8,8,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10200,2012-03-06,1,1,3,1,False,2,True,1,0.2,0.197,0.44,0.2537,0,6,6,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10201,2012-03-06,1,1,3,2,False,2,True,1,0.2,0.197,0.44,0.2239,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10202,2012-03-06,1,1,3,3,False,2,True,1,0.18,0.1667,0.51,0.2836,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10203,2012-03-06,1,1,3,4,False,2,True,1,0.18,0.1667,0.51,0.2985,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10204,2012-03-06,1,1,3,5,False,2,True,1,0.18,0.1818,0.51,0.2239,0,25,25,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10205,2012-03-06,1,1,3,6,False,2,True,1,0.18,0.2121,0.51,0.1045,3,99,102,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10206,2012-03-06,1,1,3,7,False,2,True,1,0.16,0.1818,0.55,0.1343,5,270,275,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10207,2012-03-06,1,1,3,8,False,2,True,1,0.16,0.1818,0.59,0.1045,14,487,501,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10208,2012-03-06,1,1,3,9,False,2,True,1,0.22,0.2727,0.47,0.0,11,222,233,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10209,2012-03-06,1,1,3,10,False,2,True,1,0.24,0.2576,0.44,0.0,16,113,129,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10210,2012-03-06,1,1,3,11,False,2,True,1,0.26,0.2576,0.41,0.1642,20,110,130,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10211,2012-03-06,1,1,3,12,False,2,True,1,0.26,0.2727,0.41,0.1045,9,129,138,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10212,2012-03-06,1,1,3,13,False,2,True,1,0.3,0.303,0.39,0.1343,16,148,164,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10213,2012-03-06,1,1,3,14,False,2,True,1,0.32,0.303,0.36,0.2239,20,116,136,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10214,2012-03-06,1,1,3,15,False,2,True,1,0.34,0.303,0.36,0.2985,24,142,166,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10215,2012-03-06,1,1,3,16,False,2,True,1,0.36,0.3333,0.32,0.2836,22,228,250,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10216,2012-03-06,1,1,3,17,False,2,True,1,0.36,0.3333,0.34,0.2836,21,425,446,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10217,2012-03-06,1,1,3,18,False,2,True,1,0.34,0.303,0.42,0.3284,15,442,457,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10218,2012-03-06,1,1,3,19,False,2,True,1,0.34,0.303,0.46,0.2985,9,278,287,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10219,2012-03-06,1,1,3,20,False,2,True,1,0.32,0.3182,0.49,0.194,3,184,187,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10220,2012-03-06,1,1,3,21,False,2,True,1,0.32,0.3182,0.49,0.194,5,143,148,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10221,2012-03-06,1,1,3,22,False,2,True,1,0.28,0.2727,0.56,0.1642,5,101,106,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10222,2012-03-06,1,1,3,23,False,2,True,1,0.28,0.2727,0.61,0.2239,3,51,54,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10223,2012-03-07,1,1,3,0,False,3,True,1,0.28,0.2576,0.65,0.2836,3,12,15,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10224,2012-03-07,1,1,3,1,False,3,True,1,0.3,0.2727,0.61,0.2985,1,4,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10225,2012-03-07,1,1,3,2,False,3,True,1,0.3,0.2879,0.56,0.2836,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10226,2012-03-07,1,1,3,3,False,3,True,1,0.3,0.2727,0.56,0.3582,1,2,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10227,2012-03-07,1,1,3,4,False,3,True,1,0.28,0.2576,0.61,0.3284,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10228,2012-03-07,1,1,3,5,False,3,True,1,0.28,0.2576,0.56,0.2985,0,18,18,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10229,2012-03-07,1,1,3,6,False,3,True,1,0.28,0.2576,0.61,0.3881,4,104,108,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10230,2012-03-07,1,1,3,7,False,3,True,1,0.26,0.2273,0.65,0.3881,12,332,344,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10231,2012-03-07,1,1,3,8,False,3,True,1,0.28,0.2576,0.61,0.2985,12,554,566,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10232,2012-03-07,1,1,3,9,False,3,True,1,0.3,0.2727,0.61,0.3284,12,252,264,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10233,2012-03-07,1,1,3,10,False,3,True,1,0.36,0.3333,0.5,0.2985,20,127,147,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10234,2012-03-07,1,1,3,11,False,3,True,1,0.42,0.4242,0.38,0.2985,33,128,161,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10235,2012-03-07,1,1,3,12,False,3,True,1,0.44,0.4394,0.38,0.3881,40,175,215,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10236,2012-03-07,1,1,3,13,False,3,True,1,0.5,0.4848,0.34,0.4179,26,179,205,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10237,2012-03-07,1,1,3,14,False,3,True,1,0.52,0.5,0.36,0.3284,38,137,175,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10238,2012-03-07,1,1,3,15,False,3,True,1,0.54,0.5152,0.37,0.4478,44,165,209,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10239,2012-03-07,1,1,3,16,False,3,True,1,0.56,0.5303,0.37,0.4179,34,254,288,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10240,2012-03-07,1,1,3,17,False,3,True,1,0.56,0.5303,0.43,0.4925,58,554,612,TARDE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10241,2012-03-07,1,1,3,18,False,3,True,1,0.56,0.5303,0.4,0.4627,35,509,544,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10242,2012-03-07,1,1,3,19,False,3,True,1,0.54,0.5152,0.42,0.3582,16,345,361,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10243,2012-03-07,1,1,3,20,False,3,True,1,0.5,0.4848,0.51,0.2537,18,242,260,NOITE,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10244,2012-03-07,1,1,3,21,False,3,True,1,0.44,0.4394,0.62,0.2537,11,177,188,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10245,2012-03-07,1,1,3,22,False,3,True,1,0.46,0.4545,0.59,0.2985,10,149,159,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10246,2012-03-07,1,1,3,23,False,3,True,1,0.44,0.4394,0.62,0.3284,4,58,62,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10247,2012-03-08,1,1,3,0,False,4,True,1,0.44,0.4394,0.62,0.3284,11,35,46,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10248,2012-03-08,1,1,3,1,False,4,True,1,0.46,0.4545,0.63,0.3284,4,17,21,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10249,2012-03-08,1,1,3,2,False,4,True,1,0.46,0.4545,0.63,0.3881,6,5,11,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10250,2012-03-08,1,1,3,3,False,4,True,1,0.46,0.4545,0.63,0.3881,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10251,2012-03-08,1,1,3,4,False,4,True,1,0.44,0.4394,0.72,0.2836,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10252,2012-03-08,1,1,3,5,False,4,True,1,0.42,0.4242,0.77,0.2239,1,28,29,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10253,2012-03-08,1,1,3,6,False,4,True,1,0.42,0.4242,0.77,0.2537,4,105,109,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10254,2012-03-08,1,1,3,7,False,4,True,1,0.42,0.4242,0.77,0.3582,8,326,334,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10255,2012-03-08,1,1,3,8,False,4,True,1,0.44,0.4394,0.77,0.3881,12,573,585,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10256,2012-03-08,1,1,3,9,False,4,True,1,0.46,0.4545,0.72,0.4627,19,282,301,MANHA,ALTA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10257,2012-03-08,1,1,3,10,False,4,True,1,0.5,0.4848,0.68,0.4627,19,119,138,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
10258,2012-03-08,1,1,3,11,False,4,True,2,0.54,0.5152,0.6,0.4627,48,156,204,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
10259,2012-03-08,1,1,3,12,False,4,True,2,0.56,0.5303,0.6,0.4478,27,224,251,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10260,2012-03-08,1,1,3,13,False,4,True,2,0.6,0.6212,0.49,0.6418,35,198,233,TARDE,ALTA,NEVOA_NUBLADO,PRIMAVERA
10261,2012-03-08,1,1,3,14,False,4,True,2,0.62,0.6212,0.43,0.6418,48,155,203,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
